"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-DogfoodNameComparatorJaccard-record1Value","0-DogfoodNameComparatorJaccard-record2Value","0-DogfoodNameComparatorJaccard-record1PreprocessedValue","0-DogfoodNameComparatorJaccard-record2PreprocessedValue","0-DogfoodNameComparatorJaccard-similarity","0-DogfoodNameComparatorJaccard-postproccesedSimilarity","1-DogfoodComparatorMongeElkan-record1Value","1-DogfoodComparatorMongeElkan-record2Value","1-DogfoodComparatorMongeElkan-record1PreprocessedValue","1-DogfoodComparatorMongeElkan-record2PreprocessedValue","1-DogfoodComparatorMongeElkan-similarity","1-DogfoodComparatorMongeElkan-postproccesedSimilarity","2-DogfoodComparatorMongeElkanTfIdf-record1Value","2-DogfoodComparatorMongeElkanTfIdf-record2Value","2-DogfoodComparatorMongeElkanTfIdf-record1PreprocessedValue","2-DogfoodComparatorMongeElkanTfIdf-record2PreprocessedValue","2-DogfoodComparatorMongeElkanTfIdf-similarity","2-DogfoodComparatorMongeElkanTfIdf-postproccesedSimilarity"
"WekaMatchingRule","roguevalleypet_073","petnutritioncenter_028","0.75",,"Blue Buffalo Wilderness Rocky Mountain with Bison Adult Dry Dog Food","Blue Buffalo BLUE Freedom Grain Free Grillers Hearty Turkey Dinner Canned Dog Food","Blue Buffalo Wilderness Rocky Mountain with Bison Adult Dry Dog Food","Blue Buffalo BLUE Freedom Grain Free Grillers Hearty Turkey Dinner Canned Dog Food","0.21052631578947367","0.21052631578947367","Blue Buffalo Wilderness Rocky Mountain with Bison Adult Dry Dog Food","Blue Buffalo BLUE Freedom Grain Free Grillers Hearty Turkey Dinner Canned Dog Food","Blue Buffalo Wilderness Rocky Mountain with Bison Adult Dry Dog Food","Blue Buffalo BLUE Freedom Grain Free Grillers Hearty Turkey Dinner Canned Dog Food","0.19117647058823528","0.19117647058823528","Blue Buffalo Wilderness Rocky Mountain with Bison Adult Dry Dog Food","Blue Buffalo BLUE Freedom Grain Free Grillers Hearty Turkey Dinner Canned Dog Food","Blue Buffalo Wilderness Rocky Mountain with Bison Adult Dry Dog Food","Blue Buffalo BLUE Freedom Grain Free Grillers Hearty Turkey Dinner Canned Dog Food","0.5956357127950795","0.5956357127950795"
"WekaMatchingRule","dogsupplies_036","zoobio_030","0.75",,"Natural Balance Small Breed Sweet Potato & Bison Treats 8oz","Royal Canin Breed Health Nutrition Cocker Adult 12 kg","Natural Balance Small Breed Sweet Potato & Bison Treats 8oz","Royal Canin Breed Health Nutrition Cocker Adult 12 kg","0.05555555555555555","0.05555555555555555","Natural Balance Small Breed Sweet Potato & Bison Treats 8oz","Royal Canin Breed Health Nutrition Cocker Adult 12 kg","Natural Balance Small Breed Sweet Potato & Bison Treats 8oz","Royal Canin Breed Health Nutrition Cocker Adult 12 kg","0.16981132075471697","0.16981132075471697","Natural Balance Small Breed Sweet Potato & Bison Treats 8oz","Royal Canin Breed Health Nutrition Cocker Adult 12 kg","Natural Balance Small Breed Sweet Potato & Bison Treats 8oz","Royal Canin Breed Health Nutrition Cocker Adult 12 kg","0.37666240574450033","0.37666240574450033"
"WekaMatchingRule","petnutritioncenter_009","horseandhound_018","0.75",,"Blue Buffalo Basics Limited Ingredient Grain Free Senior Turkey and Potato Canned Dog Food","Hill's� Science Diet� Adult Advanced Fitness Small Bites","Blue Buffalo Basics Limited Ingredient Grain Free Senior Turkey and Potato Canned Dog Food","Hill's� Science Diet� Adult Advanced Fitness Small Bites","0.0","0.0","Blue Buffalo Basics Limited Ingredient Grain Free Senior Turkey and Potato Canned Dog Food","Hill's� Science Diet� Adult Advanced Fitness Small Bites","Blue Buffalo Basics Limited Ingredient Grain Free Senior Turkey and Potato Canned Dog Food","Hill's� Science Diet� Adult Advanced Fitness Small Bites","0.08214285714285714","0.08214285714285714","Blue Buffalo Basics Limited Ingredient Grain Free Senior Turkey and Potato Canned Dog Food","Hill's� Science Diet� Adult Advanced Fitness Small Bites","Blue Buffalo Basics Limited Ingredient Grain Free Senior Turkey and Potato Canned Dog Food","Hill's� Science Diet� Adult Advanced Fitness Small Bites","0.448998886412873","0.448998886412873"
"WekaMatchingRule","petfood_022","miscota_088","0.75",,"Blue Buffalo Life Protect Fish Dry Dog Food 30lb","Royal Canin Gastro Intestinal 25 Canine","Blue Buffalo Life Protect Fish Dry Dog Food 30lb","Royal Canin Gastro Intestinal 25 Canine","0.0","0.0","Blue Buffalo Life Protect Fish Dry Dog Food 30lb","Royal Canin Gastro Intestinal 25 Canine","Blue Buffalo Life Protect Fish Dry Dog Food 30lb","Royal Canin Gastro Intestinal 25 Canine","0.07179487179487179","0.07179487179487179","Blue Buffalo Life Protect Fish Dry Dog Food 30lb","Royal Canin Gastro Intestinal 25 Canine","Blue Buffalo Life Protect Fish Dry Dog Food 30lb","Royal Canin Gastro Intestinal 25 Canine","0.26250220457628054","0.26250220457628054"
"WekaMatchingRule","petfood_022","miscota_089","0.75",,"Blue Buffalo Life Protect Fish Dry Dog Food 30lb","Royal Canin Gastro Intestinal Junior","Blue Buffalo Life Protect Fish Dry Dog Food 30lb","Royal Canin Gastro Intestinal Junior","0.0","0.0","Blue Buffalo Life Protect Fish Dry Dog Food 30lb","Royal Canin Gastro Intestinal Junior","Blue Buffalo Life Protect Fish Dry Dog Food 30lb","Royal Canin Gastro Intestinal Junior","0.07777777777777778","0.07777777777777778","Blue Buffalo Life Protect Fish Dry Dog Food 30lb","Royal Canin Gastro Intestinal Junior","Blue Buffalo Life Protect Fish Dry Dog Food 30lb","Royal Canin Gastro Intestinal Junior","0.2946278254943948","0.2946278254943948"
"WekaMatchingRule","petfood_024","miscota_088","0.75",,"Blue Buffalo Wilderness Duck Dry Dog Food 11lb","Royal Canin Gastro Intestinal 25 Canine","Blue Buffalo Wilderness Duck Dry Dog Food 11lb","Royal Canin Gastro Intestinal 25 Canine","0.0","0.0","Blue Buffalo Wilderness Duck Dry Dog Food 11lb","Royal Canin Gastro Intestinal 25 Canine","Blue Buffalo Wilderness Duck Dry Dog Food 11lb","Royal Canin Gastro Intestinal 25 Canine","0.09230769230769231","0.09230769230769231","Blue Buffalo Wilderness Duck Dry Dog Food 11lb","Royal Canin Gastro Intestinal 25 Canine","Blue Buffalo Wilderness Duck Dry Dog Food 11lb","Royal Canin Gastro Intestinal 25 Canine","0.27443357303404126","0.27443357303404126"
"WekaMatchingRule","petnutritioncenter_119","petfood_056","0.9534883720930233",,"Blue Buffalo Life Protection Small Breed Adult Chicken And Brown Rice Recipe Dry Dog Food","Blue Buffalo Life Protect Sm Breed Dog Food 6lb","Blue Buffalo Life Protection Small Breed Adult Chicken And Brown Rice Recipe Dry Dog Food","Blue Buffalo Life Protect Sm Breed Dog Food 6lb","0.3157894736842105","0.3157894736842105","Blue Buffalo Life Protection Small Breed Adult Chicken And Brown Rice Recipe Dry Dog Food","Blue Buffalo Life Protect Sm Breed Dog Food 6lb","Blue Buffalo Life Protection Small Breed Adult Chicken And Brown Rice Recipe Dry Dog Food","Blue Buffalo Life Protect Sm Breed Dog Food 6lb","0.6978723404255319","0.6978723404255319","Blue Buffalo Life Protection Small Breed Adult Chicken And Brown Rice Recipe Dry Dog Food","Blue Buffalo Life Protect Sm Breed Dog Food 6lb","Blue Buffalo Life Protection Small Breed Adult Chicken And Brown Rice Recipe Dry Dog Food","Blue Buffalo Life Protect Sm Breed Dog Food 6lb","0.694022093788567","0.694022093788567"
"WekaMatchingRule","petfood_016","miscota_068","0.75",,"Blue Wilderness Dog Food  Duck/Chicken  12pk","Royal Canin Calm","Blue Wilderness Dog Food  Duck/Chicken  12pk","Royal Canin Calm","0.0","0.0","Blue Wilderness Dog Food  Duck/Chicken  12pk","Royal Canin Calm","Blue Wilderness Dog Food  Duck/Chicken  12pk","Royal Canin Calm","0.1625","0.1625","Blue Wilderness Dog Food  Duck/Chicken  12pk","Royal Canin Calm","Blue Wilderness Dog Food  Duck/Chicken  12pk","Royal Canin Calm","0.22521697357256443","0.22521697357256443"
"WekaMatchingRule","petsupplies_091","petsense_010","0.7303370786516854",,"Royal Canin Yorkshire Terrier Adult Dry Dog Food","Royal Canin Yorkshire Terrier Adult Dry Dog Food","Royal Canin Yorkshire Terrier Adult Dry Dog Food","Royal Canin Yorkshire Terrier Adult Dry Dog Food","1.0","1.0","Royal Canin Yorkshire Terrier Adult Dry Dog Food","Royal Canin Yorkshire Terrier Adult Dry Dog Food","Royal Canin Yorkshire Terrier Adult Dry Dog Food","Royal Canin Yorkshire Terrier Adult Dry Dog Food","1.0","1.0","Royal Canin Yorkshire Terrier Adult Dry Dog Food","Royal Canin Yorkshire Terrier Adult Dry Dog Food","Royal Canin Yorkshire Terrier Adult Dry Dog Food","Royal Canin Yorkshire Terrier Adult Dry Dog Food","0.9999999999999999","0.9999999999999999"
"WekaMatchingRule","petsupplies_002","concordpet_004","0.25",,"Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food 11","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food - 24-lb","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food 11","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food - 24-lb","0.8125","0.8125","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food 11","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food - 24-lb","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food 11","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food - 24-lb","0.9743589743589743","0.9743589743589743","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food 11","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food - 24-lb","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food 11","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food - 24-lb","0.8970852271450606","0.8970852271450606"
"WekaMatchingRule","petfood_026","miscota_086","0.75",,"Blue Buffalo Sm Breed Senior Dry Dog Food 6lb","Royal Canin French Bulldog Adult","Blue Buffalo Sm Breed Senior Dry Dog Food 6lb","Royal Canin French Bulldog Adult","0.0","0.0","Blue Buffalo Sm Breed Senior Dry Dog Food 6lb","Royal Canin French Bulldog Adult","Blue Buffalo Sm Breed Senior Dry Dog Food 6lb","Royal Canin French Bulldog Adult","0.1375","0.1375","Blue Buffalo Sm Breed Senior Dry Dog Food 6lb","Royal Canin French Bulldog Adult","Blue Buffalo Sm Breed Senior Dry Dog Food 6lb","Royal Canin French Bulldog Adult","0.39880822458921283","0.39880822458921283"
"WekaMatchingRule","mypetwarehouse_132","healthypetcenters_094","0.75",,"royal canin poodle wet food 12 x 85g","Blue Buffalo Kitchen Cravings Beef Sausage Dog Treats","royal canin poodle wet food 12 x 85g","Blue Buffalo Kitchen Cravings Beef Sausage Dog Treats","0.0","0.0","royal canin poodle wet food 12 x 85g","Blue Buffalo Kitchen Cravings Beef Sausage Dog Treats","royal canin poodle wet food 12 x 85g","Blue Buffalo Kitchen Cravings Beef Sausage Dog Treats","0.1","0.1","royal canin poodle wet food 12 x 85g","Blue Buffalo Kitchen Cravings Beef Sausage Dog Treats","royal canin poodle wet food 12 x 85g","Blue Buffalo Kitchen Cravings Beef Sausage Dog Treats","0.3904800780552379","0.3904800780552379"
"WekaMatchingRule","zooplus_082","petnutritioncenter_138","0.75",,"Royal Canin Poodle Adult","Blue Buffalo Wilderness Grain Free Flatland Feast Turkey Quail and Duck Dry Dog Food","Royal Canin Poodle Adult","Blue Buffalo Wilderness Grain Free Flatland Feast Turkey Quail and Duck Dry Dog Food","0.0","0.0","Royal Canin Poodle Adult","Blue Buffalo Wilderness Grain Free Flatland Feast Turkey Quail and Duck Dry Dog Food","Royal Canin Poodle Adult","Blue Buffalo Wilderness Grain Free Flatland Feast Turkey Quail and Duck Dry Dog Food","0.15","0.15","Royal Canin Poodle Adult","Blue Buffalo Wilderness Grain Free Flatland Feast Turkey Quail and Duck Dry Dog Food","Royal Canin Poodle Adult","Blue Buffalo Wilderness Grain Free Flatland Feast Turkey Quail and Duck Dry Dog Food","0.3140319592470987","0.3140319592470987"
"WekaMatchingRule","megapet_086","zoomalia_047","0.7303370786516854",,"Royal Canin Poodle Adult Dog 7.5kg Dry Dog Food","Royal Canin Poodle Adult","Royal Canin Poodle Adult Dog 7.5kg Dry Dog Food","Royal Canin Poodle Adult","0.4","0.4","Royal Canin Poodle Adult Dog 7.5kg Dry Dog Food","Royal Canin Poodle Adult","Royal Canin Poodle Adult Dog 7.5kg Dry Dog Food","Royal Canin Poodle Adult","1.0","1.0","Royal Canin Poodle Adult Dog 7.5kg Dry Dog Food","Royal Canin Poodle Adult","Royal Canin Poodle Adult Dog 7.5kg Dry Dog Food","Royal Canin Poodle Adult","0.6324555320336759","0.6324555320336759"
"WekaMatchingRule","petfood_018","miscota_067","0.75",,"Blue Wilderness Beef/Chicken Can Dog Food 12 Pack","Royal Canin Bulldog Junior","Blue Wilderness Beef/Chicken Can Dog Food 12 Pack","Royal Canin Bulldog Junior","0.0","0.0","Blue Wilderness Beef/Chicken Can Dog Food 12 Pack","Royal Canin Bulldog Junior","Blue Wilderness Beef/Chicken Can Dog Food 12 Pack","Royal Canin Bulldog Junior","0.2076923076923077","0.2076923076923077","Blue Wilderness Beef/Chicken Can Dog Food 12 Pack","Royal Canin Bulldog Junior","Blue Wilderness Beef/Chicken Can Dog Food 12 Pack","Royal Canin Bulldog Junior","0.4533333333333333","0.4533333333333333"
"WekaMatchingRule","petfood_018","miscota_066","0.75",,"Blue Wilderness Beef/Chicken Can Dog Food 12 Pack","Royal Canin Bulldog Adult","Blue Wilderness Beef/Chicken Can Dog Food 12 Pack","Royal Canin Bulldog Adult","0.0","0.0","Blue Wilderness Beef/Chicken Can Dog Food 12 Pack","Royal Canin Bulldog Adult","Blue Wilderness Beef/Chicken Can Dog Food 12 Pack","Royal Canin Bulldog Adult","0.232","0.232","Blue Wilderness Beef/Chicken Can Dog Food 12 Pack","Royal Canin Bulldog Adult","Blue Wilderness Beef/Chicken Can Dog Food 12 Pack","Royal Canin Bulldog Adult","0.4566666666666666","0.4566666666666666"
"WekaMatchingRule","petfood_010","miscota_071","0.75",,"Blue Buffalo Stew Canned Dog Food Chicken 12 Pack","Royal Canin Chihuahua Adult","Blue Buffalo Stew Canned Dog Food Chicken 12 Pack","Royal Canin Chihuahua Adult","0.0","0.0","Blue Buffalo Stew Canned Dog Food Chicken 12 Pack","Royal Canin Chihuahua Adult","Blue Buffalo Stew Canned Dog Food Chicken 12 Pack","Royal Canin Chihuahua Adult","0.1925925925925926","0.1925925925925926","Blue Buffalo Stew Canned Dog Food Chicken 12 Pack","Royal Canin Chihuahua Adult","Blue Buffalo Stew Canned Dog Food Chicken 12 Pack","Royal Canin Chihuahua Adult","0.32698412698412693","0.32698412698412693"
"WekaMatchingRule","petfood_010","miscota_070","0.75",,"Blue Buffalo Stew Canned Dog Food Chicken 12 Pack","Royal Canin Cavalier King Charles Adult","Blue Buffalo Stew Canned Dog Food Chicken 12 Pack","Royal Canin Cavalier King Charles Adult","0.0","0.0","Blue Buffalo Stew Canned Dog Food Chicken 12 Pack","Royal Canin Cavalier King Charles Adult","Blue Buffalo Stew Canned Dog Food Chicken 12 Pack","Royal Canin Cavalier King Charles Adult","0.12307692307692308","0.12307692307692308","Blue Buffalo Stew Canned Dog Food Chicken 12 Pack","Royal Canin Cavalier King Charles Adult","Blue Buffalo Stew Canned Dog Food Chicken 12 Pack","Royal Canin Cavalier King Charles Adult","0.4195885207545259","0.4195885207545259"
"WekaMatchingRule","mypetwarehouse_127","healthypetcenters_060","0.75",,"royal canin miniature schnauzer breed junior puppy dry dog food 1.5kg","Blue Buffalo Freedom Adult Lamb Recipe Dry Dog Food","royal canin miniature schnauzer breed junior puppy dry dog food 1.5kg","Blue Buffalo Freedom Adult Lamb Recipe Dry Dog Food","0.15789473684210525","0.15789473684210525","royal canin miniature schnauzer breed junior puppy dry dog food 1.5kg","Blue Buffalo Freedom Adult Lamb Recipe Dry Dog Food","royal canin miniature schnauzer breed junior puppy dry dog food 1.5kg","Blue Buffalo Freedom Adult Lamb Recipe Dry Dog Food","0.28627450980392155","0.28627450980392155","royal canin miniature schnauzer breed junior puppy dry dog food 1.5kg","Blue Buffalo Freedom Adult Lamb Recipe Dry Dog Food","royal canin miniature schnauzer breed junior puppy dry dog food 1.5kg","Blue Buffalo Freedom Adult Lamb Recipe Dry Dog Food","0.53251218837622","0.53251218837622"
"WekaMatchingRule","dog_061","petnutritioncenter_040","0.75",,"Taste Of The Wild Pacific Stream Puppy Food 15lb","Blue Buffalo BLUE Wilderness Rocky Mountain Recipe Adult Healthy Weight Red Meat Dry Dog Food","Taste Of The Wild Pacific Stream Puppy Food 15lb","Blue Buffalo BLUE Wilderness Rocky Mountain Recipe Adult Healthy Weight Red Meat Dry Dog Food","0.043478260869565216","0.043478260869565216","Taste Of The Wild Pacific Stream Puppy Food 15lb","Blue Buffalo BLUE Wilderness Rocky Mountain Recipe Adult Healthy Weight Red Meat Dry Dog Food","Taste Of The Wild Pacific Stream Puppy Food 15lb","Blue Buffalo BLUE Wilderness Rocky Mountain Recipe Adult Healthy Weight Red Meat Dry Dog Food","0.125","0.125","Taste Of The Wild Pacific Stream Puppy Food 15lb","Blue Buffalo BLUE Wilderness Rocky Mountain Recipe Adult Healthy Weight Red Meat Dry Dog Food","Taste Of The Wild Pacific Stream Puppy Food 15lb","Blue Buffalo BLUE Wilderness Rocky Mountain Recipe Adult Healthy Weight Red Meat Dry Dog Food","0.4901894677425397","0.4901894677425397"
"WekaMatchingRule","mypetwarehouse_127","healthypetcenters_061","0.75",,"royal canin miniature schnauzer breed junior puppy dry dog food 1.5kg","Blue Buffalo Freedom Grain Free Beef Recipe Canned Dog Food","royal canin miniature schnauzer breed junior puppy dry dog food 1.5kg","Blue Buffalo Freedom Grain Free Beef Recipe Canned Dog Food","0.09523809523809523","0.09523809523809523","royal canin miniature schnauzer breed junior puppy dry dog food 1.5kg","Blue Buffalo Freedom Grain Free Beef Recipe Canned Dog Food","royal canin miniature schnauzer breed junior puppy dry dog food 1.5kg","Blue Buffalo Freedom Grain Free Beef Recipe Canned Dog Food","0.1694915254237288","0.1694915254237288","royal canin miniature schnauzer breed junior puppy dry dog food 1.5kg","Blue Buffalo Freedom Grain Free Beef Recipe Canned Dog Food","royal canin miniature schnauzer breed junior puppy dry dog food 1.5kg","Blue Buffalo Freedom Grain Free Beef Recipe Canned Dog Food","0.49407601754295977","0.49407601754295977"
"WekaMatchingRule","dog_044","petnutritioncenter_023","0.75",,"Blue Buffalo Life Protect Chicken Puppy Food 30lb","Blue Buffalo BLUE Freedom Adult Lamb Recipe Dry Dog Food","Blue Buffalo Life Protect Chicken Puppy Food 30lb","Blue Buffalo BLUE Freedom Adult Lamb Recipe Dry Dog Food","0.2","0.2","Blue Buffalo Life Protect Chicken Puppy Food 30lb","Blue Buffalo BLUE Freedom Adult Lamb Recipe Dry Dog Food","Blue Buffalo Life Protect Chicken Puppy Food 30lb","Blue Buffalo BLUE Freedom Adult Lamb Recipe Dry Dog Food","0.2897959183673469","0.2897959183673469","Blue Buffalo Life Protect Chicken Puppy Food 30lb","Blue Buffalo BLUE Freedom Adult Lamb Recipe Dry Dog Food","Blue Buffalo Life Protect Chicken Puppy Food 30lb","Blue Buffalo BLUE Freedom Adult Lamb Recipe Dry Dog Food","0.5444444444444445","0.5444444444444445"
"WekaMatchingRule","healthypetcenters_195","megapet_027","0.75",,"Blue Buffalo Wilderness Trail Tubs Grain Free Duck Stew Dog Food Tray","Hill's Science Diet Canine Small Bites 8kg Dry Dog Food","Blue Buffalo Wilderness Trail Tubs Grain Free Duck Stew Dog Food Tray","Hill's Science Diet Canine Small Bites 8kg Dry Dog Food","0.09090909090909091","0.09090909090909091","Blue Buffalo Wilderness Trail Tubs Grain Free Duck Stew Dog Food Tray","Hill's Science Diet Canine Small Bites 8kg Dry Dog Food","Blue Buffalo Wilderness Trail Tubs Grain Free Duck Stew Dog Food Tray","Hill's Science Diet Canine Small Bites 8kg Dry Dog Food","0.16363636363636364","0.16363636363636364","Blue Buffalo Wilderness Trail Tubs Grain Free Duck Stew Dog Food Tray","Hill's Science Diet Canine Small Bites 8kg Dry Dog Food","Blue Buffalo Wilderness Trail Tubs Grain Free Duck Stew Dog Food Tray","Hill's Science Diet Canine Small Bites 8kg Dry Dog Food","0.5194444444444445","0.5194444444444445"
"WekaMatchingRule","petnutritioncenter_171","dog_078","0.7272727272727273",,"Natural Balance Delectable Delights Grain Free Fish n Chicks Chicken and Salmon Formula in Broth with Sweet Potato and Green Beans Wet Dog Food","Natural Balance LID Venison Dry Dog Food 13lb","Natural Balance Delectable Delights Grain Free Fish n Chicks Chicken and Salmon Formula in Broth with Sweet Potato and Green Beans Wet Dog Food","Natural Balance LID Venison Dry Dog Food 13lb","0.14285714285714285","0.14285714285714285","Natural Balance Delectable Delights Grain Free Fish n Chicks Chicken and Salmon Formula in Broth with Sweet Potato and Green Beans Wet Dog Food","Natural Balance LID Venison Dry Dog Food 13lb","Natural Balance Delectable Delights Grain Free Fish n Chicks Chicken and Salmon Formula in Broth with Sweet Potato and Green Beans Wet Dog Food","Natural Balance LID Venison Dry Dog Food 13lb","0.38222222222222224","0.38222222222222224","Natural Balance Delectable Delights Grain Free Fish n Chicks Chicken and Salmon Formula in Broth with Sweet Potato and Green Beans Wet Dog Food","Natural Balance LID Venison Dry Dog Food 13lb","Natural Balance Delectable Delights Grain Free Fish n Chicks Chicken and Salmon Formula in Broth with Sweet Potato and Green Beans Wet Dog Food","Natural Balance LID Venison Dry Dog Food 13lb","0.45178123045699536","0.45178123045699536"
"WekaMatchingRule","petnutritioncenter_171","dog_077","0.7272727272727273",,"Natural Balance Delectable Delights Grain Free Fish n Chicks Chicken and Salmon Formula in Broth with Sweet Potato and Green Beans Wet Dog Food","Natural Balance Lamb/Chicken Formula Roll Dog Food","Natural Balance Delectable Delights Grain Free Fish n Chicks Chicken and Salmon Formula in Broth with Sweet Potato and Green Beans Wet Dog Food","Natural Balance Lamb/Chicken Formula Roll Dog Food","0.24","0.24","Natural Balance Delectable Delights Grain Free Fish n Chicks Chicken and Salmon Formula in Broth with Sweet Potato and Green Beans Wet Dog Food","Natural Balance Lamb/Chicken Formula Roll Dog Food","Natural Balance Delectable Delights Grain Free Fish n Chicks Chicken and Salmon Formula in Broth with Sweet Potato and Green Beans Wet Dog Food","Natural Balance Lamb/Chicken Formula Roll Dog Food","0.408","0.408","Natural Balance Delectable Delights Grain Free Fish n Chicks Chicken and Salmon Formula in Broth with Sweet Potato and Green Beans Wet Dog Food","Natural Balance Lamb/Chicken Formula Roll Dog Food","Natural Balance Delectable Delights Grain Free Fish n Chicks Chicken and Salmon Formula in Broth with Sweet Potato and Green Beans Wet Dog Food","Natural Balance Lamb/Chicken Formula Roll Dog Food","0.5234189443498849","0.5234189443498849"
"WekaMatchingRule","bitiba.co.uk_018","miscota_078","0.75",,"Hill's Prescription Diet Canine Multibuys","Royal Canin Dachshund Adult","Hill's Prescription Diet Canine Multibuys","Royal Canin Dachshund Adult","0.0","0.0","Hill's Prescription Diet Canine Multibuys","Royal Canin Dachshund Adult","Hill's Prescription Diet Canine Multibuys","Royal Canin Dachshund Adult","0.2222222222222222","0.2222222222222222","Hill's Prescription Diet Canine Multibuys","Royal Canin Dachshund Adult","Hill's Prescription Diet Canine Multibuys","Royal Canin Dachshund Adult","0.6123724356957946","0.6123724356957946"
"WekaMatchingRule","bitiba.co.uk_018","miscota_079","0.75",,"Hill's Prescription Diet Canine Multibuys","Royal Canin Dalmatian 12 Kg","Hill's Prescription Diet Canine Multibuys","Royal Canin Dalmatian 12 Kg","0.0","0.0","Hill's Prescription Diet Canine Multibuys","Royal Canin Dalmatian 12 Kg","Hill's Prescription Diet Canine Multibuys","Royal Canin Dalmatian 12 Kg","0.25925925925925924","0.25925925925925924","Hill's Prescription Diet Canine Multibuys","Royal Canin Dalmatian 12 Kg","Hill's Prescription Diet Canine Multibuys","Royal Canin Dalmatian 12 Kg","0.356019662378358","0.356019662378358"
"WekaMatchingRule","hardwarestore_022","walmart_008","0.21052631578947367",,"Hills Science Diet Large Breed Adult Dog Food 38.5Lb","Hill's Science Diet Adult Large Breed Dry Dog Food 35 Lb","Hills Science Diet Large Breed Adult Dog Food 38.5Lb","Hill's Science Diet Adult Large Breed Dry Dog Food 35 Lb","0.5333333333333333","0.5333333333333333","Hills Science Diet Large Breed Adult Dog Food 38.5Lb","Hill's Science Diet Adult Large Breed Dry Dog Food 35 Lb","Hills Science Diet Large Breed Adult Dog Food 38.5Lb","Hill's Science Diet Adult Large Breed Dry Dog Food 35 Lb","0.48846153846153845","0.48846153846153845","Hills Science Diet Large Breed Adult Dog Food 38.5Lb","Hill's Science Diet Adult Large Breed Dry Dog Food 35 Lb","Hills Science Diet Large Breed Adult Dog Food 38.5Lb","Hill's Science Diet Adult Large Breed Dry Dog Food 35 Lb","0.8703882797784891","0.8703882797784891"
"WekaMatchingRule","countrymax_020","petsense_092","0.0",,"Blue Buffalo Fish & Sweet Potato Dog Food","Blue Buffalo Life Protection Adult Fish and Brown Rice Recipe Dry Dog Food","Blue Buffalo Fish & Sweet Potato Dog Food","Blue Buffalo Life Protection Adult Fish and Brown Rice Recipe Dry Dog Food","0.3333333333333333","0.3333333333333333","Blue Buffalo Fish & Sweet Potato Dog Food","Blue Buffalo Life Protection Adult Fish and Brown Rice Recipe Dry Dog Food","Blue Buffalo Fish & Sweet Potato Dog Food","Blue Buffalo Life Protection Adult Fish and Brown Rice Recipe Dry Dog Food","0.33658536585365856","0.33658536585365856","Blue Buffalo Fish & Sweet Potato Dog Food","Blue Buffalo Life Protection Adult Fish and Brown Rice Recipe Dry Dog Food","Blue Buffalo Fish & Sweet Potato Dog Food","Blue Buffalo Life Protection Adult Fish and Brown Rice Recipe Dry Dog Food","0.6038120659518249","0.6038120659518249"
"WekaMatchingRule","roguevalleypet_076","petnutritioncenter_025","0.75",,"Blue Buffalo Wilderness Toy Breed Adult Chicken Recipe Dry Dog Food","Blue Buffalo BLUE Freedom Grain Free Grillers Hearty Beef Dinner Canned Dog Food","Blue Buffalo Wilderness Toy Breed Adult Chicken Recipe Dry Dog Food","Blue Buffalo BLUE Freedom Grain Free Grillers Hearty Beef Dinner Canned Dog Food","0.21052631578947367","0.21052631578947367","Blue Buffalo Wilderness Toy Breed Adult Chicken Recipe Dry Dog Food","Blue Buffalo BLUE Freedom Grain Free Grillers Hearty Beef Dinner Canned Dog Food","Blue Buffalo Wilderness Toy Breed Adult Chicken Recipe Dry Dog Food","Blue Buffalo BLUE Freedom Grain Free Grillers Hearty Beef Dinner Canned Dog Food","0.21791044776119403","0.21791044776119403","Blue Buffalo Wilderness Toy Breed Adult Chicken Recipe Dry Dog Food","Blue Buffalo BLUE Freedom Grain Free Grillers Hearty Beef Dinner Canned Dog Food","Blue Buffalo Wilderness Toy Breed Adult Chicken Recipe Dry Dog Food","Blue Buffalo BLUE Freedom Grain Free Grillers Hearty Beef Dinner Canned Dog Food","0.6127533489640564","0.6127533489640564"
